graph_id,atom_num
56,7
56,7
57,6
57,6
57,6
57,6
57,6
57,7
57,6
57,6
57,16
57,8
57,6
57,7
57,6
57,6
57,6
57,6
57,6
57,6
57,7
57,8
57,6
57,6
57,9
57,9
57,9
58,6
58,6
58,6
58,8
58,7
58,6
58,8
58,6
58,7
58,6
58,6
58,6
58,6
58,8
58,6
58,6
58,6
58,6
58,7
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,7
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,6
59,7
59,7
59,6
59,7
59,6
59,7
60,6
60,6
60,6
60,6
60,8
60,7
60,7
60,6
60,6
60,6
60,6
60,8
61,6
61,6
61,6
61,6
61,6
61,8
61,8
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,6
61,8
61,8
61,8
61,6
62,6
62,6
62,6
62,7
62,6
62,16
62,7
62,6
62,8
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,6
62,16
62,8
62,8
62,7
62,6
62,8
63,6
63,7
63,6
63,6
63,7
63,7
63,6
63,7
63,7
64,6
64,7
64,6
64,6
64,6
64,7
64,6
64,6
64,7
64,6
64,7
64,6
64,7
64,7
64,7
64,6
64,6
64,6
64,6
64,6
64,6
64,6
64,8
64,7
64,6
64,6
64,6
64,6
64,8
64,8
64,6
64,8
64,8
65,6
65,6
65,6
65,6
65,6
65,6
65,6
65,6
65,6
65,6
65,6
65,6
65,6
65,6
65,6
65,6
65,8
65,6
65,6
65,6
65,8
65,6
65,6
65,8
65,6
65,8
65,8
66,6
66,6
66,7
66,6
66,6
66,7
66,6
66,6
66,8
66,7
66,8
66,8
67,6
67,7
67,6
67,6
67,7
67,6
67,6
67,6
67,6
67,6
67,6
67,6
67,6
67,6
67,6
67,6
67,7
67,6
67,6
67,6
68,6
68,6
68,6
68,6
68,8
68,6
68,6
68,6
68,8
68,7
68,6
68,6
68,6
68,6
68,6
68,6
68,8
68,6
68,8
68,7
68,8
68,6
68,7
68,7
69,6
69,6
69,6
69,6
69,6
69,6
69,7
69,6
69,6
69,7
69,6
69,6
69,8
69,6
69,8
69,6
69,6
69,6
69,6
69,6
69,6
69,6
69,8
69,8
69,8
69,7
69,6
69,6
69,7
69,6
69,6
69,8
70,6
70,6
70,6
70,6
70,6
70,6
70,6
70,6
70,6
70,6
70,6
70,6
70,8
70,6
70,6
70,8
70,8
71,6
71,6
71,6
71,6
71,6
71,6
71,7
71,6
71,6
71,8
71,8
71,6
71,6
71,6
71,6
71,6
71,6
71,6
71,7
71,8
71,8
71,6
71,8
71,8
71,6
72,6
72,6
72,6
72,6
72,6
72,6
72,8
72,8
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,8
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,8
72,8
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,6
72,8
72,6
72,6
72,8
72,8
72,8
72,8
72,8
72,8
72,8
72,6
72,8
72,8
72,8
72,7
72,8
73,6
73,6
73,6
73,6
73,6
73,16
73,7
73,6
73,6
73,6
73,6
73,6
73,6
73,7
73,6
73,7
73,6
73,6
73,7
73,6
73,6
73,6
74,6
74,6
74,6
74,7
74,6
74,6
74,6
74,8
74,6
74,6
74,6
74,16
74,8
74,6
74,7
74,6
74,6
74,7
74,6
74,6
74,6
74,6
74,8
74,6
75,6
75,6
75,6
75,6
75,6
75,6
75,6
75,7
75,6
75,6
75,6
75,6
75,6
75,6
75,6
75,8
75,6
75,8
75,7
76,6
76,6
76,6
76,6
76,6
76,8
76,6
76,6
76,6
76,6
76,6
76,6
76,6
76,6
76,6
76,6
76,6
76,6
76,6
76,8
76,6
76,8
76,6
76,6
76,6
76,6
76,6
76,6
76,6
76,6
76,7
76,6
76,8
76,6
76,6
76,6
76,6
76,6
76,6
76,8
76,8
76,8
76,6
76,8
76,6
76,6
76,6
76,6
76,6
76,6
76,6
76,8
76,8
76,6
76,8
76,6
76,8
76,6
76,8
76,6
76,8
76,6
77,6
77,6
77,6
77,6
77,6
77,6
77,6
77,6
77,6
77,6
77,7
77,6
77,6
77,6
77,8
77,7
77,6
77,7
77,7
77,6
77,8
77,7
77,6
77,6
77,6
77,6
77,8
77,8
77,6
77,8
77,8
78,6
78,6
78,6
78,6
78,6
78,6
78,6
78,6
78,8
78,7
78,6
78,8
78,7
78,6
78,6
78,6
78,6
78,6
78,6
79,6
79,6
79,6
79,6
79,7
79,6
79,6
79,6
79,6
79,6
79,8
79,6
79,6
79,6
79,6
79,6
79,6
79,6
79,6
79,6
79,8
79,7
79,6
79,8
79,16
80,6
80,6
80,6
80,6
80,6
80,6
80,6
80,6
80,6
80,6
80,6
80,8
80,6
80,8
80,8
80,6
80,6
80,6
80,6
80,6
80,8
80,6
80,6
80,6
80,6
80,8
81,6
81,6
81,6
81,6
81,8
81,6
81,6
81,6
81,6
81,6
81,6
81,6
81,8
81,6
81,8
81,8
81,6
81,6
81,6
81,6
81,6
81,8
81,6
81,6
81,6
81,6
82,6
82,6
82,6
82,7
82,6
82,6
82,6
82,6
82,8
82,6
82,6
82,6
82,6
82,6
82,6
82,6
82,8
82,6
82,6
82,16
82,6
82,6
82,6
82,6
82,6
82,6
82,8
82,6
82,6
82,6
82,6
82,6
82,6
82,8
83,6
83,6
83,8
83,6
83,8
83,6
83,6
83,6
83,6
83,6
83,6
83,6
83,6
83,6
83,7
83,6
83,6
83,6
83,8
83,7
83,6
83,6
83,6
83,6
83,6
83,6
83,6
83,6
83,8
83,8
84,6
84,7
84,6
84,6
84,7
84,8
84,8
84,7
84,6
84,6
84,16
84,6
84,6
84,6
84,6
84,6
84,8
84,6
84,7
84,6
84,6
85,6
85,6
85,8
85,6
85,6
85,6
85,6
85,6
85,6
85,6
85,6
85,8
85,7
85,6
85,6
85,6
85,6
85,6
85,6
85,6
85,6
85,6
85,6
85,6
85,7
85,6
85,6
85,6
85,6
85,6
85,6
85,8
85,8
86,6
86,6
86,6
86,6
86,6
86,6
86,6
86,6
86,6
86,6
86,6
86,6
86,6
86,6
86,6
86,6
86,6
86,6
86,8
86,8
86,6
86,6
87,6
87,6
87,6
87,6
87,8
87,7
87,6
87,6
87,6
87,6
87,6
87,7
87,6
87,6
87,7
87,6
87,6
87,6
87,6
87,6
87,6
87,7
87,8
87,6
87,6
87,6
87,6
87,6
87,6
87,9
88,6
88,16
88,8
88,8
88,6
88,6
88,6
88,6
88,6
88,6
88,6
88,6
88,6
88,8
88,8
88,6
88,6
88,6
88,6
88,6
88,6
88,6
89,6
89,6
89,6
89,6
89,6
89,6
89,8
89,8
89,6
89,6
89,6
89,6
89,6
89,6
89,6
89,6
89,6
89,6
89,6
89,6
89,6
89,6
89,6
89,6
89,6
89,6
89,8
89,8
89,8
89,6
90,6
90,7
90,6
90,8
90,6
90,7
90,6
90,6
90,6
90,6
90,8
90,6
90,6
90,6
90,6
90,6
90,6
90,7
90,6
90,8
90,7
90,6
90,6
90,6
90,6
90,6
90,6
90,17
90,6
90,9
90,9
90,9
91,6
91,7
91,6
91,6
91,8
91,7
91,6
91,6
91,8
91,6
91,6
91,6
91,6
91,6
91,6
91,6
91,6
91,6
91,6
91,8
91,6
91,8
91,7
91,6
91,6
91,6
91,6
91,6
91,6
92,6
92,7
92,6
92,8
92,7
92,6
92,7
92,6
92,6
92,7
92,7
92,6
92,8
92,7
93,6
93,6
93,6
93,8
93,7
93,6
93,8
93,6
93,7
93,6
93,8
93,6
93,6
93,6
93,6
93,6
93,6
93,6
93,8
94,6
94,6
94,7
94,15
94,16
94,7
94,6
94,6
94,7
94,6
94,6
95,6
95,6
95,6
95,6
95,6
95,6
95,6
95,7
95,6
95,6
95,6
95,7
95,6
95,6
95,16
95,8
95,8
95,7
95,6
95,8
95,7
95,6
95,6
95,6
96,6
96,6
96,6
96,6
96,6
96,6
96,6
96,6
96,6
96,6
96,6
96,8
96,6
96,8
96,8
96,8
96,6
96,6
96,6
96,6
96,6
96,8
96,6
96,6
96,6
96,6
96,9
96,8
97,6
97,8
97,6
97,6
97,6
97,6
97,6
97,6
97,8
97,6
97,8
97,6
97,6
97,6
97,6
97,7
97,6
97,7
97,6
97,7
97,7
98,6
98,6
98,6
98,6
98,6
98,8
98,8
98,6
98,6
98,6
98,6
98,6
98,6
98,6
98,6
98,6
98,6
98,6
98,6
98,6
98,6
98,6
98,6
98,6
98,8
98,6
98,8
98,6
99,6
99,6
99,6
99,6
99,6
99,8
99,7
99,6
99,6
99,6
99,6
99,6
99,6
99,6
99,6
99,6
99,6
99,6
99,6
99,6
99,6
99,7
99,7
99,7
99,7
99,6
99,6
99,6
99,6
99,6
99,8
99,8
100,6
100,7
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,8
100,6
100,6
100,6
100,6
100,6
100,6
100,6
100,8
101,6
101,6
101,6
101,6
101,6
101,6
101,6
101,6
101,6
101,6
101,6
101,7
101,6
101,6
101,6
101,6
101,6
101,6
101,6
101,6
101,7
101,6
101,6
101,6
101,6
101,6
101,6
101,6
101,6
101,6
101,7
101,6
101,6
101,6
101,6
101,6
101,6
101,6
101,6
101,7
101,6
101,6
101,8
101,8
101,6
101,8
101,8
101,6
101,8
101,6
101,6
101,6
101,8
101,6
101,6
101,8
101,8
101,6
101,8
102,6
102,6
102,6
102,6
102,6
102,6
102,6
102,6
102,6
102,6
102,6
102,7
102,6
102,6
102,6
102,6
102,6
102,6
102,6
102,6
102,7
102,6
102,6
102,6
102,6
102,6
102,6
102,6
102,6
102,6
102,7
102,6
102,6
102,6
102,6
102,6
102,6
102,6
102,6
102,7
102,6
102,8
102,6
102,8
102,8
102,6
102,8
102,8
102,6
102,8
102,6
102,6
102,6
102,8
102,6
102,6
102,8
102,8
102,6
102,8
103,6
103,6
103,6
103,6
103,6
103,6
103,6
103,6
103,6
103,6
103,7
103,6
103,6
103,6
103,6
103,6
103,6
103,6
103,6
103,7
103,6
103,6
103,6
103,6
103,6
103,6
103,6
103,6
103,6
103,7
103,6
103,6
103,6
103,6
103,6
103,6
103,6
103,6
103,7
103,6
103,6
103,8
103,8
103,6
103,8
103,8
103,6
103,8
103,6
103,6
103,6
103,8
103,6
103,6
103,8
103,8
103,6
104,6
104,6
104,6
104,6
104,6
104,6
104,6
104,6
104,7
104,6
104,7
104,6
104,6
104,6
104,6
104,8
104,6
104,8
104,8
104,15
104,8
104,8
104,8
104,6
104,6
104,6
104,7
104,6
104,8
104,6
104,6
104,6
104,6
104,6
104,6
104,6
104,6
104,6
104,7
104,6
104,6
104,6
104,6
104,6
104,7
104,6
104,6
104,6
104,6
104,6
104,7
104,6
104,6
104,7
104,6
104,6
104,6
104,6
104,8
104,7
104,6
104,6
104,6
104,6
104,6
104,8
104,7
104,6
104,6
104,6
104,8
104,7
104,6
104,6
104,6
104,6
104,8
104,7
104,6
104,6
104,6
104,8
104,7
104,6
104,6
104,6
104,8
104,7
104,6
104,8
105,6
105,6
105,7
105,6
105,7
105,6
105,6
105,8
105,15
105,8
105,8
105,8
105,15
105,8
105,8
105,8
